SynerJ-30
 0.61852    -0.00726
 0.62709    -0.00715
 0.63566    -0.00704
 0.64423    -0.00694
 0.65280    -0.00685
 0.66137    -0.00676
 0.66993    -0.00667
 0.67841    -0.00660
 0.68674    -0.00652
 0.69494    -0.00645
 0.70232    -0.00633
 0.71005    -0.00600
 0.71842    -0.00566
 0.72692    -0.00532
 0.73546    -0.00498
 0.74401    -0.00466
 0.75257    -0.00434
 0.76112    -0.00402
 0.76967    -0.00372
 0.77822    -0.00342
 0.78677    -0.00314
 0.79532    -0.00286
 0.80387    -0.00259
 0.81242    -0.00233
 0.82096    -0.00208
 0.82951    -0.00185
 0.83806    -0.00162
 0.84660    -0.00141
 0.85513    -0.00121
 0.86367    -0.00102
 0.87221    -0.00084
 0.88074    -0.00068
 0.88927    -0.00053
 0.89779    -0.00040
 0.90632    -0.00029
 0.91484    -0.00019
 0.92335    -0.00012
 0.93186    -0.00006
 0.94035    -0.00002
 0.94884    -0.00001
 0.95732    -0.00003
 0.96576    -0.00007
 0.97416    -0.00016
 0.98238    -0.00028
 0.99007    -0.00043
 0.99648    -0.00059
 0.99982    -0.00070
